pid,title,title_en,authors,affiliations,year,issn,journal_title,abstract_pt,abstract_en,doi,document_type,language,has_fulltext_xml
S0104-62762020000200323,A reprodução simbólica das desigualdades entre mulheres e homens no Brasil,The symbolic reproduction of inequalities between women and men in Brazil,Letícia Maria Schabbach,"Departamento de Sociologia, Universidade Federal do Rio Grande do Sul, Brasil",2020,0104-6276,Opinião Pública,"Este artigo trata de representações coletivas (Durkheim, 1996) ou representações sociais (Moscovici, 2003) com recorte de gênero (Scott, 1986) sobre assuntos concernentes aos espaços público e privado (Saffioti, 1999; Fougeyrollas-Schwebel, 2009). A partir de compilação e análise de dados da Pesquisa Nacional &#8220;Mulheres brasileiras e gênero nos espaços público e privado&#8221; (Fundação Perseu Abramo, 2010), almejou-se: a) conhecer a difusão geral das representações; b) comparar as opiniões femininas e masculinas, em suas semelhanças e diferenças. As representações reforçam o papel da mulher como encarregada do trabalho reprodutivo e não remunerado e do homem como provedor do lar e atuante no espaço público, como demonstra, por exemplo, a desconfiança manifestada pelos entrevistados sobre a capacidade político-administrativa das mulheres e sobre a habilidade masculina em executar tarefas domésticas.","Abstract This article deals with collective representations (Durkheim, 1996) or social representations (Moscovici, 2003) with a gender perspective (Scott, 1986) on matters concerning the public and private spaces (Saffioti, 1999; Fougeyrollas-Schwebel, 2009). From compilation and analysis of data from the National Survey ""Brazilian women and gender in public and private spaces&#8221;, it was sought: a) to know the general diffusion of the representations; b) compare the feminine and masculine opinions, in their similarities and differences. The representations reinforce the role of women as responsible for reproductive and unpaid work and for men as providers of the home and active in public space, as demonstrated, for example, for the distrust manifested by the interviewees about the political-administrative capacity of women and the masculine ability in perform household chores.",10.1590/1807-01912020262323,research-article,pt,1
S0104-62762020000200351,Efeitos do tratamento jornalístico ideologicamente tendencioso no processamento cognitivo da informação política. Uma abordagem experimental,Effects of ideologically biased journalistic treatment in cognitive processing of political information. An experimental approach,Ana Pamela Paz García; Silvina Brussino; Daniela Alonso,"Conicet, Argentina; IIPsi, Universidad Nacional de Córdoba, Argentina",2020,1807-0191,Opinião Pública,"Resumo Reconhecendo as condições de polarização do mercado atual de mídia, são abordadas características salientes do processamento cognitivo da informação política textual de importância conjuntural (notícias reais da imprensa de fontes ideológicas contrastantes). Aplicando um desenho experimental intersujeito de grupos aleatórios (com uma variável independente que assume quatro níveis) sem um grupo de controle, são analisados os efeitos do tratamento jornalístico ideologicamente tendencioso sobre o processamento de informação do público local. O papel modulador das variáveis &#8216;necessidade de cognição&#8217; e &#8216;autoposicionamento ideológico&#8217; também é valorizado. Entre os principais resultados, confirma-se um padrão pró-atitudinal e mais tempo de exposição a fontes não familiares, juntamente com uma conexão entre percepção de viés, avaliação do tema e opinião sobre a fonte variável em função do autoposicionamento, entre outros fatores que mostram uma lógica seletiva de consumo autorreferencial e defensivo.","Abstract Recognizing the conditions of polarization of the current media market, salient features of the cognitive processing of textual political information of conjunctural importance (real press news from contrasting ideological sources) are addressed. By applying an inter-subject experimental design of random groups (with an independent variable that assumes four levels) without a control group, the effects of ideologically biased journalistic treatment on information processing of local audiences are analyzed. Likewise, the modulating role of variables as &#8216;need for cognition&#8217; and &#8216;ideological self-placement&#8217; is valued. Among the main results, a pro-attitudinal pattern and a longer exposure time to non-family sources are confirmed, together with a connection between perception of bias, assessment of the topic and opinion about the source, variable by according to participants&#8217; self-positioning, among other factors that show a selective logic of self-referential and defensive consumption.",10.1590/1807-01912020262351,research-article,es,1
S0104-62762020000200377,Opinião pública e novas estratégias de comunicação na indústria audiovisual: o caso da Netflix e da série Sense8,Public opinion and new communication strategies in the audiovisual industry: the case of Netflix and Sense8,Francisco Javier Ruiz del Olmo; Javier Bustos Díaz,"Departamento de Comunicación Audiovisual y Publicidad, Universidad de Málaga, Espanha; Departamento de Comunicación Audiovisual, Universidad de Málaga, Espanha",2020,1807-0191,Opinião Pública,"Resumo Os operadores audiovisuais de streaming estão rompendo o ecossistema audiovisual contemporâneo com uma influência crescente e predominante nos públicos jovens urbanos, em primeiro lugar, para constituir uma concorrência séria aos canais de televisão tradicionais. Junto a isso, as redes sociais e a interatividade que os conteúdos audiovisuais proporcionam às plateias são também uma mudança de paradigma na atividade do público televisivo. Nesse contexto, o presente artigo analisa, por meio de um estudo de caso, a situação de crise comunicativa que surgiu a partir do cancelamento de conteúdos (a série Sense8 , 2017, produzida pela Netflix) e a repercussão em redes sociais (Twitter). Entre suas conclusões, aponta-se uma nova estratégia por parte desse tipo de empresa audiovisual para responder às demandas de seus públicos e integrá-las em seu discurso e práticas produtivas.","Abstract Streaming audiovisual operators are breaking the contemporary audiovisual ecosystem with a growing and majority influence in urban young people, firstly, to constitute a serious competition for traditional television channels. In addition to this, social networks and the interactivity that audiovisual contents provide with audiences are also a paradigm change in public activity. In this context, this article analyzes the situation of public opinion and communicative crisis that occurred from the cancellation of content (the Sense8 series of Netflix, 2017) and the impact on social networks (Twitter). Among its conclusions is a novel strategy by this new audiovisual company to respond and integrate in their discourse and productive practices the demands of their audiences.",10.1590/1807-01912020262377,research-article,es,1
S1519-60892011000100005,"Pertencimentos, individualização e subjetividades","Belonging, individualization and subjectivations",Fernanda Bittencourt Ribeiro; Elsa Ramos,"PUCRS, Brasil; Université Paris Descartes, France",2011,1519-6089,Civitas - Revista de Ciências Sociais,,,10.15448/1984-7289.2011.1.9187,undefined,pt,1
S1519-60892011000100008,"As novas tecnologias legais na produção da vida familiar: Antropologia, direito e subjetividades","New legal technologies in family life production: Anthopology, law and subjectivation",Claudia Fonseca,"Universidade Federal do Rio Grande do Sul, Brasil; Universidade Nacional de San Martin, Argentina",2011,1519-6089,Civitas - Revista de Ciências Sociais,"Resumo: Nesse artigo, exploramos a possível parceria entre a antropologia do direito e a teoria da biopolítica. Formulamos nossa contribuição a partir de uma pesquisa sobre os usos da tecnologia de DNA em investigações de paternidade realizada em diferentes instâncias do sistema judiciário de Rio Grande do Sul. Aproveitamos observações etnográficas nesses espaços institucionais para entender como determinadas situações produzem (reforçando ou modificando) sentimentos associados à família. Depois de apresentar uma cena etnográfica inicial em que objetivamos dar cor e vida aos sujeitos que povoam os tribunais, seguimos o roteiro traçado por Rabinow e Rose (2006) para entender a cadeia de influências entre uma nova forma de conhecimento, rearranjos na hierarquia de poder, e novos &#8220;modos de subjetivação&#8221;. Em outras palavras, propomos mostrar que o sistema legal faz mais do que &#8220;solucionar conflitos&#8221;. Cria tensões, redefine relações e molda novas subjetividades.","Abstract: In this article, we explore the possible dialogue between legal anthropology and the theory of biopolitics. We formulate our contribution on the basis of research on the uses of DNA technology in paternity investigations carried out in different spaces of the Rio Grande do Sul judicial system. Ethnographic observations in these institutional settings help us to understand how certain situations produce (reinforcing or modifying) sentiments associated with family life. After presenting an initial ethnographic scene through which we mean to give color and life to the subjects who populate the courtrooms, we follow an agenda traced out by Rabinow and Rose (2006), in order to throw light on the chain of influences between new forms of knowledge, shifting hierarchies of power, and new &#8220;modes of subjectivation&#8221;",10.15448/1984-7289.2011.1.9188,research-article,pt,1
S1519-60892011000100024,&#8220;Les origines&#8221;: La tension entre appartenance familiale et identité individuelle,&#8220;The origins&#8221;: The tension between family belonging and individual identity,Elsa Ramos,"Université Paris Descartes, France",2011,1984-7289,Civitas - Revista de Ciências Sociais,"Resumo: O individualismo que caracteriza a sociedade francesa contemporânea produz certas tensões e uma delas surge na construção dos pertencimentos familiares e da história pessoal. Esta tensão é objeto de reflexão neste artigo, a partir de uma pesquisa que na perspectiva de uma sociologia compreensiva aborda a questão da mobilidade residencial de habitantes do interior da França que se deslocaram para Paris e arredores. A noção de raízes e de &#8220;terra de origem&#8221; é o foco da discussão cujo objetivo é perceber como, no contexto da migração, os indivíduos conservam &#8211; ou não &#8211; vínculos com os locais nos quais viveram e o que eles revelam sobre suas definições de família e de si próprio. O individuo tende a buscar um equilíbrio entre apego e desapego, o que não significa que procura uma familia sem consistência ou que está em busca de uma ruptura dos laços familiares.","Abstract: The individualism which characterizes the contemporary French society produces some tensions as the one that takes place in the construction of the family memberships and the individual history. This tension is the subject of our study which bases itself on a research led in a perspective of comprehensive sociology concerning the residential mobility of the provincials who settle down in Paris and its suburbs. The notion of roots and &#8220;original home&#8221; is the point of discussion of our comment. To understand how, in the migration, individuals preserve or not links with family places and what these links reveal about their definition of the family as well as about their definition of themselves, this is our objective. Though the individual tends to look for a balance between &#8220;to bind to&#8221; and &#8220;to free himself from &#8220;, he is not in search of a family without consistency nor of breaking the links.",10.15448/1984-7289.2011.1.9191,research-article,pt,1
S1519-60892011000100040,"Lealdades, silêncios e conflitos: Ser um dos &#8220;grandes&#8221; num abrigo para famílias","Loyalties, silence and conflicts: Being one of the &#8220;grown ups&#8221; in a family care institution",Fernanda Bittencourt Ribeiro,"PPG em Ciências Sociais, PUCRS, Brasil",2011,1519-6089,Civitas - Revista de Ciências Sociais,"Resumo: Neste artigo entende-se a criança como um ator social produtor de cultura e atuante nas relações sociais das quais participa. Considerando que a emergência desta noção na antropologia coincide, historicamente, com o processo de reconhecimento da criança como um sujeito pleno de direitos, a análise insere-se num projeto amplo que visa interrogar seus posicionamentos quando diferentes figuras de autoridade ­&#8722; juízes, educadores, técnicos etc. &#8722; atuam visando assegurar a proteção de seus direitos frente a suas famílias de origem. A partir de dados etnográficos coletados ao longo de dois anos numa instituição do sistema francês de proteção à infância, destinada a famílias ditas monoparentais em dificuldade, analisa-se práticas cotidianas de crianças de sete a dez anos num contexto relacional complexo em que seus pais estão sob suspeita quanto à capacidade ou possibilidade de educá-las.","Abstract: This article refers to the child as a social actor and producer of culture and acting in social relations in which it participates. Considering that the emergence of this concept in anthropology, coincides historically with the process of recognizing the child as a full individual of rights, the analysis is part of a broader project that aims to interrogate their various positions when different authority figures - judges, educators, technicians etc. &#8211; they act to ensure the protection of their rights against their families of origin. Based on ethnographic data collected over two years in an institution of the French system of infancy protection, for the so called monoparental families in difficulty, we analyze the daily practices of children aged from seven to eleven years old in a complex relational context in which their parents are under suspicion regarding the capability and the possibility to educating them.",10.15448/1984-7289.2011.1.9192,research-article,pt,1
S1519-60892011000100056,Conselheiros Tutelares: Um estudo acerca de suas representações e de suas práticas,Child Protection Counselors: A survey on their representatios and practices,Hebe Signorini Gonçalves; Thiago Sandes de Brito,"Instituto de Psicologia, Universidade Federal do Rio de Janeiro, Brasil; Núcleo Interdisciplinar de Pesquisa e Intercâmbio para a Infância e Adolescência Contemporâneas, Brasil; Universidade do Estado do Rio de Janeiro, Brasil",2011,1519-6089,Civitas - Revista de Ciências Sociais,"Resumo: O texto traz dados acerca das representações dos conselheiros tutelares do estado do Rio de Janeiro. Em 2006, 226 conselheiros responderam a questionários e 11 foram entrevistados; em 2010, 10 conselheiros foram entrevistados. Os resultados mostram e discutem discrepâncias entre as propostas do Estatuto da Criança e do Adolescente e as representações dos conselheiros que participaram dos trabalhos, sobretudo no que diz respeito ao lugar da família enquanto responsável pela garantia de direitos de crianças e adolescentes.","Abstract: This text provides data about social representations of Child Protection Counselors. In 2006, 226 counselors answered to a questionnaire and 11 were interviewed; in 2010, another 10 other were interviewed. The results show and discusses discrepancies between the proposals of the Statute of Children and Adolescents and the representations of the directors in charge, especially when regarding the family as responsible for the rights of children and adolescents.",10.15448/1984-7289.2011.1.9194,research-article,pt,1
S1519-60892011000100078,Familles et relations entre les générations: Autonomisation et lien social,Families and intergenerational relationships: Autonomization and social bonds,Daniel Reguer,"Chercheur di CIRTAI/IDEES, Université du Havre &#8211; CNRS, France",2011,1519-6089,Civitas - Revista de Ciências Sociais,"Resumo: O discurso das políticas públicas e de muitos atores do campo do envelhecimento valoriza as atividades intergeracionais. Este objetivo parece menos tido em conta pelos idosos e muito pouco pelos mais jovens. Com base numa pesquisa qualitativa e em três pesquisas quantitativas, mostramos que intra ou intergeracional, familiar, amical ou de vizinhança, o que importa parece ser a relação, o medo da solidão. O termo &#8220;intergeracional&#8221; aparece como a construção de uma categoria administrativa usada como instrumento de comunicação.","Abstract: The discourses of the public policies and many actors involved in the field of ageing praises &#8220;inter-generation&#8221; actions. This goal appears to be less taken into account by old people and very little by the young people. Starting from one qualitative and three quantitative investigations, we showed that no matter if it is inter or intra &#8220;generational&#8221;, &#8220;familial&#8221;, friendly or neighborly, the most important thing seemed to be the relationship, the fear of loneliness. The word &#8220;intergenerational&#8221; then appears as the construction of an administrative category used as a communication tool.",10.15448/1984-7289.2011.1.9195,research-article,pt,1
S1519-60892011000100093,Rumo ao fim da herança? A hipótese do ciclo de vida vendida aos idosos: Reflexões críticas sobre a tendência da hipoteca reversa,Towards the end of bequest? The life cycle hypothesis sold to seniors: Critical reflections on the reverse mortgage financial fashion,Anne Gotman,"Sociologue, Chercheure du CNRS, CERLIS-Université Paris Descartes, France",2011,1519-6089,Civitas - Revista de Ciências Sociais,"Resumo: A hipoteca reversa, destinada a proprietários idosos conhecidos como &#8220;house rich, cash poor&#8221;, lhes dá a oportunidade de dispor do valor de suas casas sem ter que devolvê-lo durante a vida, a não ser que a moradia seja vendida ou desocupada pelo proprietário. Este tipo de empréstimo bancário visa reduzir despesas públicas com cuidados de longo prazo e manter o bem-estar das pessoas idosas e seus padrões de consumo. Inspirado pela hipótese do ciclo de vida, significa &#8220;comer a casa&#8221; para satisfazer suas necessidades, abandonando assim a idéia de transmissão. Este artigo discute a lenta decolagem do mercado das hipotecas reversas, a hipótese do ciclo de vida que fundamenta esses empréstimos e as políticas públicas que lhes regem, e também as conseqüências financeiras e materiais da compra para os proprietários idosos. Embora os relatórios de avaliação e estudos de caso destaquem as pressões que levam idosos ainda jovens a se engajarem numa &#8220;solução de último caso&#8221;, se quer saber se os titulares destas hipotecas realmente são, como os economistas gostariam, uma vanguarda em conformidade com as previsões da hipótese do ciclo de vida.","Abstract: Reverse mortgages are designed for senior homeowners said to be &#8220;house rich, cash poor.&#8221; They allow for the extraction of equity from homes without payments being made until death or the house is sold. They are designed to alleviate public long-term care expenses, as well as to maintain senior citizens&#8217; well-being and consumption standards. Inspired by the life cycle hypothesis, they imply &#8220;eating the house&#8221; in order to meet one&#8217;s needs, as well as giving up the idea of bequest. This paper addresses the lengthy take-off of reverse mortgage markets, the life cycle theory sustaining reverse mortgage policies, and the financial and material consequences of their purchase for aged homeowners. Whereas evaluation reports and case studies bring to light constraints already driving indebted younger elders to come to what appears to be a &#8216;last resort solution&#8217;, one may ask whether reverse mortgage buyers do represent a kind of avant-garde conforming to the life cycle hypothesis requisites.",10.15448/1984-7289.2011.1.9196,research-article,en,1
S1519-60892011000100115,Encruzilhadas da participação popular na modernização das políticas públicas de segurança: Uma análise do CONSEP em Brumadinho (MG),Intersections of popular participation in the modernization of public security policies: An analysis of the CONSEP in Brumadinho (MG),Ludmila Mendonça Lopes Ribeiro; Armindo dos Santos de Sousa Teodósio,"Centro de Pesquisa e Documentação de História Contemporânea do Brasil (CPDOC), Fundação Getúlio Vargas, Brasil; Programa de Pós-Graduação em Administração, Pontifícia Universidade Católica de Minas Gerais, Brasil",2011,1519-6089,Civitas - Revista de Ciências Sociais,"Resumo: A proposta deste trabalho é analisar os Conselhos Comunitários de Segurança Pública (CONSEPs) como esferas de aproximação entre polícia e comunidade e, por conseguinte, reorganização de estruturas tradicionalmente hierárquicas pela via da inserção da participação popular na gestão de políticas públicas. O tema da participação popular na gestão de políticas públicas emergiu como foco de análise das ciências sociais brasileira especialmente após a conformação de conselhos municipais, que procuram aproximar dos cidadãos dos gestores de políticas públicas. No caso específico da segurança pública, a motivação para o engajamento dos cidadãos nas políticas públicas adquire conotação mais incisiva frente ao crescimento dos níveis de criminalidade no país. O presente trabalho tomou como estudo de caso o Conselho Municipal de Segurança Pública de Brumadinho, município da Região Metropolitana de Belo Horizonte, uma vez que nesta realidade se encontram presentes elementos relevantes para a compreensão da complexa interação entre os atores sociais e agentes públicos nos canais de participação popular e seus rebatimentos na construção de políticas públicas, abrindo, desta forma, a possibilidade de se discutir, simultaneamente, os meandros da participação popular e o rearranjo das estruturas públicas tradicionalmente responsáveis pela gestão das políticas de segurança.","Abstract: This paper analyzes the as a sphere of dialogue between Police and community and, consequently, a new organization of traditionally hierarchical structures through the insertion of the citizen into the management of public policies. The matter of popular participation in public policies emerged as a focus of analysis in Brazilian social sciences, especially after the resignation of city councils, seeking to approximate public policy managers and citizens. In the specific case of public security, the motivation for the engagement of citizens in public policies acquires a more incisive connotation due to the growth of violent crime levels in the country. The present article offers a case study of the Council of Public Security in Brumadinho, a city in the Metropolitan Area of Belo Horizonte, Minas Gerais. This case presents relevant elements for the understading of the complex interaction between social and public actors as well as their implications for the construction of public policies. In this way, it is possible to simultaneously discuss the challenges of popular participation and the new arrangement of the public structures, traditionally responsible for managing public security policies.",10.15448/1984-7289.2011.1.3824,research-article,pt,1
S1519-60892011000100156,Narrativas identitárias e construções subjetivas: Considerações teóricas e análise empírica de identificações entre jovens das classes populares,Identity narratives and subjective construction: Theoretical considerations and empirical analysis of identification processes among youngsters from popular classes,Patrícia de Oliveira,"Universidade de Frankfurt, Alemanha",2011,1984-7289,Civitas - Revista de Ciências Sociais,"Resumo: Nesse artigo, abordarei como processos identitários e suas conexões com o estudo das construções narrativas vêm sendo analisados na Sociologia das últimas décadas. Mais especificamente, o desenvolvimento identitário na juventude será discutido, especialmente no que se refere a questionamentos sobre a conclusão desse processo na idade adulta e sobre a sua relação com características de gênero. Além de uma breve reflexão teórica, serão também apresentadas considerações empíricas sobre juventude e identidade. Aqui serão enfocadas construções sobre ser mulher bem como representações de gênero e sexualidades.","Abstract: This article aims at clarifying the connections between identity processes and narrative constructions as analyzed in the recent sociological literature. More specifically, the identity development among youth will be discussed, especially concerning its closure or not with the advent of adulthood and its linkages with gender characteristics. After a brief theoretical reflection, empirical findings on youth and identity will be presented. The focus is on the constructions of being a woman as well as representations of gender and sexuality.",10.15448/1984-7289.2011.1.7383,research-article,pt,1
S1519-60892011000300379,Subjetividade e mundo da vida,Subjectivity and life-world,Hermílio Santos; Daniela López; Jochen Dreher,"PUCRS, Brasil; Universidad de Buenos Aires, Argentino; Universität Konstanz, Alemanha",2011,1519-6089,Civitas - Revista de Ciências Sociais,,,10.15448/1984-7289.2011.3.10054,undefined,pt,1
S1519-60892011000300419,La conciencia colectiva como &#8220;conjunto de fenómenos&#8221;: El programa de la fenomenología en el &#8220;Durkheim objetivista&#8221;,Collective consciousness as a &#8220;collection of phenomena&#8221;: The program of phenomenology in the &#8220;objectivist Durkheim&#8221;,Carlos Belvedere,"CONICET, Argentina; Universidad Nacional de General Sarmiento, Argentina",2011,1519-6089,Civitas - Revista de Ciências Sociais,"Resumen Nos proponemos mostrar que existe una convergencia programática entre Durkheim y Husserl en tres niveles: uno temático; otro, metodológico; un tercero, ontológico. A tales efectos, realizaremos una lectura fenomenológica de las Reglas del método sociológico, donde encontraremos algunas problemáticas medulares de la Crisis de las ciencias europeas y la fenomenología trascendental y de El origen de la geometría. También mostraremos, en afinidad con las Meditaciones cartesianas, que el método sociológico es &#8211;como la fenomenología &#8211; un modo cartesiano de proceder. Veremos, además, que en cuestiones de método y ontología, la tesitura durkheimeana presenta la misma circularidad que la husserleana, la cual fuera advertida por Marion. A su vez, mostraremos que el modo en que la encara lo posiciona a Durkheim en el terreno de la fenomenología de la actitud natural profesada por Schutz. Finalmente, ilustraremos cómo Durkheim, al igual que el Galileo de la Crisis&#8230;, resulta ser a la vez un genio descubridor y un genio encubridor; por lo cual deja escapar lo mejor de su fenomenología social, preso de un involuntario antropomorfismo y de dogmas metafísicos que no alcanzó a poner totalmente en suspenso.","Abstract: My aim is to disclose a programmatic convergence between Durkheim and Husserl in three different levels, thematic, methodological and ontological. In order to do so, I will carry out a phenomenological reading of The Rules of the Sociological Method in search of some core ideas of The Crisis of European Sciences and Transcendental Phenomenology and of The Origin of Geometry. I will also show, in accordance with Cathesian Meditations, that the sociological method is, in as much as phenomenology, a carthesian way. Then I will explain that Durkheim's methodological and ontological stances present the same circularity as Husserl's in Marion's analysis. Then I will put on view that the way in which Durkheim faces it situates him in the phenomenology of the natural attitude undertaken by Schutz. Finally I will illustrate how Durkheim, just as Galileo according to Crisis&#8230;, is at a time a disclosing and a concealing genius and that's the reason why he lets go the best of his social phenomenology, holding to a thoughtless anthropomorphism and to metaphysical dogmas which he didn't get to put into brackets.",10.15448/1984-7289.2011.3.10057,research-article,es,1
S1519-60892011000300440,Fenomenologia e Verstehen: Alfred Schutz e Hannah Arendt sobre raça,Phenomenology and Verstehen: Alfred Schutz and Hannah Arendt on race,Michael Barber,"St. Louis University, EUA",2011,1984-7289,Civitas - Revista de Ciências Sociais,,,10.15448/1984-7289.2011.3.10059,research-article,pt,1
S1519-60892011000300491,Poder e desempoderamento: A teoria da relevância de Alfred Schutz e seu possível impacto na análise sociológica do poder,Power and powerlessness: Alfred Schutz&#8217;s theory of relevance and its possible impact on a sociological analysis of power,Andreas Goettlich,"University of Konstanz, Germany",2011,1984-7289,Civitas - Revista de Ciências Sociais,"Resumo: Após demonstrar que há um certo déficit na reflexão sociológica disponível sobre poder, o artigo discute o possível benefício de consultar a teoria da relevância de Alfred Schutz para o estudo de relações de poder. Em especial, a distinção de Schutz entre relevância &#8220;intrínseca&#8221; e &#8220;imposta&#8221; é reconsiderada detidamente. A tese sustenta que uma adoção dos conceitos de Schutz podem ser originais, particularmente ao explorer a perspectiva daqueles sujeitos de poder, entretanto, esta aplicação exige alguma revisão teórica.","Abstract: After demonstrating that there is a certain deficit within the existing sociological reflection on power, this article discusses the possible benefit of consulting Alfred Schutz&#8217;s theory of relevance for the study of power relations. Especially, Schutz&#8217;s distinction between &#8220;intrinsic&#8221; and &#8220;imposed&#8221; relevances is reconsidered at length. The thesis claims that an application of Schutz&#8217;s concepts can be of some original use, particularly in exploring the perspective of those subject to power, however this application calls for some theoretical revision.",10.15448/1984-7289.2011.3.10062,research-article,en,1
S1519-60892011000300509,"Material musical como acervo de conocimiento: Sujeto, acción e interacción en procesos de improvisación musical","Musical material as stock of knowledge: Subject, action and interaction within processes of musical improvisation",Silvana K. Figueroa-Dreher,"Departamento de Humanidades, Universidad de Konstanz, Alemanha",2011,1984-7289,Civitas - Revista de Ciências Sociais,"Resumo: Esta contribuição explora a potencialidade da abordagem subjetiva representada na teoria fenomenonológica de Alfred Schutz para explicar processos de improvisação musical a partir de uma perspectiva sociológica. Isto constitui um desafio para a teoria de Schutz, uma vez que sua ideia de projetos de ação tipificados podem explicar ação improvisatória e interação apenas parcialmente. Contudo, esta mesma teoria abre um novo caminho &#8211; ainda menos explorado &#8211; para explicar fenômenos de improvisação com a noção de estoque de conhecimento subjetivo e social. A principal contribuição deste artigo é conectar a noção de estoque de conhecimento com o de material musical e, com isso, vincular ação improvisatória e interação.","Abstract: This contribution explores the potentiality of the subjectivity approach represented in the phenomenological theory of Alfred Schutz to explain processes of musical improvisation from a sociological perspective. This constitute a challenge to Schutz' theory, since his idea of typified projects of action can explain improvisatory action and interaction only partially. However, this same theory opens another &#8211; still less explored &#8211; path to explain phenomena of improvisation with the notion of subjective and social stock of knowledge. The principal contribution of this article is to connect the notion of stock of knowledge with that of musical material, and with it, to link improvisatory action and interaction.",10.15448/1984-7289.2011.3.10063,research-article,pt,1
S1519-60892011000300529,"Sujeito, sociedade e linguagem: Uma reflexão sobre as bases teóricas da pesquisa com narrativas biográficas","Subject, society and language: A reflection on the theoretical grounds of biographic narratives research",Marcos Fanton,"PUCRS, Brasil",2011,1519-6089,Civitas - Revista de Ciências Sociais,"Resumo: O foco deste artigo é o esclarecimento de alguns dos principais conceitos utilizados pelo método das narrativas biográficas. Ainda que esta metodologia seja utilizada amplamente, as suas bases teóricas ainda não parecem ter sido sistematicamente elaboradas. Nesse sentido, os objetivos deste artigo são os seguintes: [i] desenvolver o método de entrevista narrativa e o método de análise de narrativas biográficas criado por Fritz Schütze; [ii] esclarecer algumas das teses teóricas que tal autor assume, no que diz respeito à tarefa da sociologia e de seu(s) objeto(s) de estudo, a partir dos conceitos de sujeito, sociedade e linguagem; [iii] explorar as influências da matriz teórica da sociologia fenomenológica de Alfred Schutz na metodologia de Schütze e realizar uma comparação entre ambas. Concluimos afirmando que a sociologia fenomenológica não pode ser considerada a única matriz teórica que fundamenta a metodologia de Schütze, o que aponta para novos questionamentos.","Abstract: The aim of this paper is the clarification of some key concepts of the methodology of biographical narratives. Despite of the fact that this methodology is widely used, its theoretical underpinnings not yet appear to have been systematically compiled. Accordingly, the objectives of this paper are as follows: [i] develop the method of narrative interview and the method of analysis of biographical narratives created by Fritz Schütze; [ii] clarify some of the theoretical points that this author assumes (as the task of sociology and its object of study) through the concepts of self, society and language; and [iii] explore the influences of the theoretical framework of the phenomenological sociology of Alfred Schutz and compare both authors. Its conclusion is the statement that the phenomenological sociology cannot be considered the only theoretical framework that underlies Schütze&#8217;s methodology, which points out to new questions.",10.15448/1984-7289.2011.3.10064,research-article,pt,1
S1519-60892012000100005,Convergências e divergências na teoria social contemporânea,Convergences and divergences in the contemporary social theory,Emil A. Sobottka; Giovani A. Saavedra,"Pucrs, Brasil; Universidade de Frankfurt e Pucrs, Brasil",2012,1519-6089,Civitas - Revista de Ciências Sociais,,,10.15448/1984-7289.2012.1.11144,undefined,pt,1
S1519-60892012000100009,Entre el universalismo y el relativismo: Reposicionamiento de las ciencias sociales latinoamericanas,Between universalism and relativism: Repositioning Latin American social sciences,Marcelo Arnold-Cathalifaud,"Universidad de Chile, Chile",2012,1519-6089,Civitas - Revista de Ciências Sociais,"Resumen: Esta presentación expone las condiciones actuales de la producción de ciencias sociales latinoamericanas y las expectativas que se tienen respecto de ellas, analiza algunos obstáculos que se interponen a nuestras producciones regionales, discute las argumentaciones que colocan en entredicho el carácter universalista de las ciencias sociales y se comentan algunos ejemplos de desarrollos locales de ciencias sociales que han alcanzado un impacto global. Finalmente, se proponen algunas estrategias que podrían contribuir para remontar a nivel global nuestras producciones de ciencias sociales.","Abstract: This paper presents the current conditions of production in social sciences in Latin America, and the expectations regarding this branch of knowledge. It examines some of the barriers that hinder its regional development, and it discusses the arguments that call into question the global nature of social sciences, introducing some examples of local development with global impact. At last, it suggests some strategies that might help our production in social sciences reach a global scale.",10.15448/1984-7289.2012.1.11145,research-article,es,1
